Make,Model,Year,Fuel Type,Transmission,Customer ID,Customer Location,Customer Age,Customer Gender,Sale Price,Discount,Taxes,Final Price,Payment Method,Registration Number,Registration Date,Expiry Date,Dealer Name,Dealer Location,Ownership Status,Warranty Period,Loan Status,Insurance Provider
Toyota,Rav4,2022,Electric,Manual,CUST6178,Miami,57,Other,42466.93,3387.19,3397.35,42477.09,Cash,REG-55856,20-06-2024,21-01-2029,TrueCar,Seattle,New,2 years,Rejected,State Farm
Ford,Focus,2018,Petrol,Automatic,CUST7654,Denver,54,Female,51767.15,158.93,4141.37,55749.59,Credit Card,REG-75460,27-12-2024,17-06-2029,Vroom,Seattle,New,5 years,Approved,Allstate
BMW,X5,2023,Petrol,Manual,CUST8927,Seattle,53,Other,8395.34,4195.71,671.63,4871.26,Cash,REG-82719,06-04-2024,05-09-2027,TrueCar,Chicago,Used,No Warranty,Rejected,Liberty Mutual
BMW,X5,2024,Hybrid,Automatic,CUST3149,Boston,22,Female,11187.84,2360.8,895.03,9722.07,Cash,REG-51492,09-02-2024,26-06-2025,CarMax,Boston,Used,No Warranty,Approved,Geico
BMW,3 Series,2015,Diesel,Manual,CUST3609,Seattle,56,Male,37210.09,1959.71,2976.81,38227.19,Credit Card,REG-46749,10-10-2021,06-10-2025,DriveTime,Miami,Used,No Warranty,Rejected,Geico
Chevrolet,Malibu,2018,Petrol,Manual,CUST9943,Houston,21,Other,65402.04,1712.59,5232.16,68921.61,Financed Loan,REG-78589,21-01-2025,08-08-2027,TrueCar,Dallas,New,2 years,Approved,Allstate
Mercedes,GLC,2018,Diesel,Automatic,CUST4394,Seattle,48,Female,12119.43,2211.41,969.55,10877.57,Cash,REG-46922,07-08-2021,27-11-2023,AutoNation,Boston,Used,No Warranty,Pending,Progressive
Honda,Accord,2019,Diesel,Manual,CUST7522,Dallas,70,Other,42182.98,3615.07,3374.64,41942.55,Financed Loan,REG-75904,10-03-2021,22-07-2023,Local Dealer,San Francisco,New,3 years,Rejected,State Farm
Toyota,Rav4,2023,Electric,Manual,CUST1380,Boston,54,Male,46463.68,2223.82,3717.09,47956.95,Financed Loan,REG-44448,18-07-2022,26-03-2024,CarMax,Chicago,New,1 years,Approved,Liberty Mutual
Kia,Sorento,2024,Diesel,Automatic,CUST7965,San Francisco,69,Other,18273.67,4140.99,1461.89,15594.57,Financed Loan,REG-31454,13-04-2020,24-10-2024,AutoNation,Dallas,Used,No Warranty,Rejected,State Farm
Mercedes,E-Class,2023,Petrol,Automatic,CUST2896,Dallas,34,Female,24641.66,4657.8,1971.33,21955.19,Financed Loan,REG-23365,07-07-2024,07-04-2026,AutoNation,New York,New,3 years,Pending,Liberty Mutual
Audi,Q5,2022,Electric,Automatic,CUST9359,Los Angeles,59,Other,78930.11,616.8,6314.41,84627.72,Bank Transfer,REG-83190,28-06-2023,28-06-2027,AutoNation,San Francisco,New,5 years,Pending,State Farm
Ford,Fusion,2020,Electric,Manual,CUST1020,New York,45,Male,77511.81,2885.1,6200.94,80827.65,Bank Transfer,REG-60703,06-12-2023,27-10-2027,Vroom,Miami,Used,No Warranty,Approved,Liberty Mutual
Kia,Seltos,2017,Diesel,Manual,CUST8222,Los Angeles,26,Other,75810.67,2677.15,6064.85,79198.37,Cash,REG-79107,27-03-2023,16-01-2027,Local Dealer,New York,New,4 years,Rejected,State Farm
Audi,A3,2016,Petrol,Automatic,CUST5956,Denver,57,Female,79148.3,664.17,6331.86,84815.99,Cash,REG-15093,15-08-2024,19-02-2028,Local Dealer,Chicago,New,1 years,Approved,Allstate
Honda,CR-V,2019,Electric,Manual,CUST1932,San Francisco,38,Male,16121.32,1643.92,1289.71,15767.11,Financed Loan,REG-84206,15-04-2022,18-04-2024,AutoNation,New York,Used,No Warranty,Pending,Progressive
Nissan,Murano,2015,Hybrid,Manual,CUST1342,Seattle,51,Female,68414.58,4354.77,5473.17,69532.98,Credit Card,REG-49311,27-01-2023,06-04-2024,CarMax,Los Angeles,Used,No Warranty,Rejected,Geico
Nissan,Rogue,2024,Petrol,Manual,CUST8977,Boston,62,Other,62870.96,3988.33,5029.68,63912.31,Bank Transfer,REG-37234,02-12-2023,08-03-2025,Vroom,Chicago,Used,No Warranty,Approved,Allstate
Mercedes,GLC,2022,Hybrid,Automatic,CUST7565,New York,64,Female,65702.38,4579.02,5256.19,66379.55,Cash,REG-19170,08-10-2021,24-09-2026,DriveTime,Los Angeles,New,4 years,Rejected,State Farm
Chevrolet,Tahoe,2017,Hybrid,Automatic,CUST2006,Los Angeles,29,Female,59695.05,1991.1,4775.6,62479.55,Financed Loan,REG-36718,18-10-2024,19-12-2028,Vroom,Dallas,New,4 years,Pending,Liberty Mutual
Mercedes,E-Class,2015,Electric,Automatic,CUST7655,New York,56,Female,8141.23,4251.55,651.3,4540.98,Credit Card,REG-11352,29-08-2023,25-02-2028,DriveTime,Chicago,New,4 years,Rejected,Geico
Audi,A4,2020,Electric,Automatic,CUST5944,San Francisco,38,Female,60198.55,1559.76,4815.88,63454.67,Cash,REG-62668,02-09-2020,03-12-2024,Vroom,Denver,New,2 years,Approved,Progressive
Hyundai,Santa Fe,2018,Diesel,Automatic,CUST6963,Dallas,59,Male,11609.39,3733.24,928.75,8804.9,Bank Transfer,REG-25211,26-01-2022,28-01-2024,AutoNation,Miami,New,5 years,Rejected,Geico
Chevrolet,Tahoe,2021,Petrol,Automatic,CUST7172,Chicago,50,Other,77120.75,2214.65,6169.66,81075.76,Financed Loan,REG-78916,23-12-2023,18-05-2025,TrueCar,Los Angeles,New,5 years,Pending,Progressive
Chevrolet,Equinox,2020,Diesel,Manual,CUST5476,Los Angeles,20,Other,23138.72,660.72,1851.1,24329.1,Bank Transfer,REG-91707,11-10-2024,04-04-2027,Local Dealer,Houston,New,2 years,Rejected,Progressive
Hyundai,Tucson,2020,Electric,Automatic,CUST3035,Los Angeles,48,Male,62977.89,3478.95,5038.23,64537.17,Cash,REG-76698,10-11-2022,27-08-2024,Local Dealer,Denver,Used,No Warranty,Pending,Geico
Mercedes,GLA,2016,Petrol,Automatic,CUST7740,Los Angeles,64,Female,49814.17,4580.57,3985.13,49218.73,Bank Transfer,REG-50420,04-02-2025,18-05-2026,Vroom,Houston,New,1 years,Pending,Progressive
Toyota,Rav4,2024,Electric,Manual,CUST5260,Los Angeles,20,Male,47587.3,2899.22,3806.98,48495.06,Financed Loan,REG-35605,23-04-2022,04-12-2024,AutoNation,San Francisco,Used,No Warranty,Approved,Liberty Mutual
Toyota,Highlander,2019,Hybrid,Manual,CUST6515,San Francisco,64,Female,46689.6,2486.1,3735.17,47938.67,Credit Card,REG-19569,05-10-2020,06-05-2022,Local Dealer,Houston,New,5 years,Pending,Allstate
Audi,Q5,2015,Petrol,Manual,CUST2735,New York,24,Female,11855.43,4307.1,948.43,8496.76,Financed Loan,REG-75174,04-11-2024,30-06-2028,DriveTime,San Francisco,New,2 years,Pending,Allstate
Chevrolet,Malibu,2015,Hybrid,Automatic,CUST8338,New York,36,Male,34405.58,1382.25,2752.45,35775.78,Financed Loan,REG-11770,04-04-2022,11-06-2023,DriveTime,Dallas,Used,No Warranty,Pending,State Farm
Toyota,Camry,2018,Diesel,Manual,CUST8147,Seattle,69,Male,49901.34,2365.37,3992.11,51528.08,Bank Transfer,REG-25744,09-01-2023,02-08-2027,DriveTime,Los Angeles,New,4 years,Approved,Allstate
Chevrolet,Equinox,2020,Hybrid,Manual,CUST9202,Dallas,41,Other,79596.76,492.89,6367.74,85471.61,Credit Card,REG-28007,19-09-2020,30-04-2024,TrueCar,New York,Used,No Warranty,Pending,Liberty Mutual
Kia,Sorento,2018,Hybrid,Automatic,CUST1774,Miami,63,Other,78166.27,4491.42,6253.3,79928.15,Financed Loan,REG-13372,21-06-2022,08-11-2024,AutoNation,Seattle,Used,No Warranty,Rejected,Allstate
Chevrolet,Equinox,2023,Electric,Automatic,CUST4242,Boston,37,Female,40811.5,1368.52,3264.92,42707.9,Credit Card,REG-62493,13-05-2022,16-10-2026,Local Dealer,Houston,Used,No Warranty,Pending,Geico
Honda,Pilot,2015,Petrol,Automatic,CUST3513,Denver,44,Other,40539.2,4253.37,3243.14,39528.97,Bank Transfer,REG-45962,10-11-2020,02-07-2022,TrueCar,New York,New,4 years,Approved,Progressive
Ford,Escape,2022,Hybrid,Manual,CUST3414,Denver,25,Female,9225.79,3961.85,738.06,6002,Credit Card,REG-88801,14-07-2022,14-08-2024,Local Dealer,Los Angeles,Used,No Warranty,Pending,Allstate
Mercedes,GLC,2021,Hybrid,Automatic,CUST8748,Denver,38,Male,38829.46,4659.96,3106.36,37275.86,Cash,REG-39734,28-06-2020,04-09-2022,Local Dealer,Miami,Used,No Warranty,Rejected,Progressive
Mercedes,GLA,2021,Hybrid,Automatic,CUST4351,Los Angeles,22,Male,32559.99,3146.82,2604.8,32017.97,Cash,REG-91920,15-08-2020,02-06-2025,Vroom,Los Angeles,Used,No Warranty,Approved,Liberty Mutual
Chevrolet,Traverse,2022,Diesel,Automatic,CUST8349,Miami,29,Other,15542.54,3235.53,1243.4,13550.41,Credit Card,REG-77823,20-11-2020,20-01-2024,TrueCar,Houston,New,5 years,Pending,State Farm
Toyota,Highlander,2022,Diesel,Automatic,CUST9003,Chicago,28,Other,65177.39,4136.85,5214.19,66254.73,Bank Transfer,REG-45525,03-08-2023,23-04-2025,DriveTime,New York,Used,No Warranty,Approved,Geico
Toyota,Camry,2024,Hybrid,Manual,CUST3516,Dallas,22,Female,55596.88,4762.18,4447.75,55282.45,Credit Card,REG-69566,25-11-2021,23-04-2024,Vroom,Miami,Used,No Warranty,Pending,Geico
Nissan,Altima,2017,Electric,Automatic,CUST7166,Houston,44,Female,53372.18,3784.25,4269.77,53857.7,Bank Transfer,REG-26179,12-08-2021,29-07-2026,DriveTime,Chicago,New,3 years,Rejected,Progressive
Nissan,Sentra,2020,Petrol,Automatic,CUST4950,Los Angeles,26,Female,49503.4,3036.18,3960.27,50427.49,Bank Transfer,REG-41024,21-12-2020,04-02-2022,Vroom,Miami,Used,No Warranty,Approved,Liberty Mutual
Mercedes,GLA,2015,Diesel,Manual,CUST4040,San Francisco,46,Other,37927.52,4546.94,3034.2,36414.78,Financed Loan,REG-35927,08-09-2022,17-06-2026,TrueCar,Boston,Used,No Warranty,Pending,State Farm
Ford,Focus,2020,Electric,Automatic,CUST2313,Los Angeles,40,Other,52878.8,4778.69,4230.3,52330.41,Credit Card,REG-13490,22-11-2020,06-06-2023,Vroom,Chicago,Used,No Warranty,Rejected,State Farm
BMW,5 Series,2023,Petrol,Automatic,CUST5689,Dallas,30,Male,53636.97,1991.17,4290.96,55936.76,Credit Card,REG-28211,17-07-2022,10-06-2025,CarMax,Dallas,New,3 years,Rejected,Allstate
Honda,Pilot,2015,Hybrid,Manual,CUST2520,Houston,61,Male,23446.9,80.36,1875.75,25242.29,Financed Loan,REG-77773,06-09-2021,14-04-2023,DriveTime,Dallas,New,1 years,Rejected,Liberty Mutual
Kia,Seltos,2022,Electric,Automatic,CUST7647,Denver,50,Female,21935.73,2795.78,1754.86,20894.81,Bank Transfer,REG-27789,20-02-2021,01-03-2023,DriveTime,Seattle,Used,No Warranty,Rejected,State Farm
Chevrolet,Equinox,2024,Electric,Automatic,CUST1800,Chicago,60,Other,12018.65,4261.14,961.49,8719,Financed Loan,REG-95254,22-06-2024,24-10-2027,Vroom,Chicago,New,5 years,Rejected,State Farm
Audi,A3,2022,Hybrid,Manual,CUST3103,New York,30,Male,16197.6,1593.17,1295.81,15900.24,Financed Loan,REG-75881,01-09-2023,14-03-2027,Vroom,Houston,New,5 years,Approved,Liberty Mutual
Chevrolet,Tahoe,2024,Electric,Automatic,CUST1202,Los Angeles,56,Male,13283.61,484.94,1062.69,13861.36,Credit Card,REG-86755,23-03-2024,07-10-2025,CarMax,Seattle,Used,No Warranty,Pending,Liberty Mutual
Toyota,Corolla,2015,Petrol,Automatic,CUST7816,Boston,31,Female,19387.68,3301.34,1551.01,17637.35,Cash,REG-45452,15-04-2023,17-12-2025,AutoNation,Houston,Used,No Warranty,Pending,State Farm
Toyota,Camry,2019,Petrol,Automatic,CUST7711,Los Angeles,35,Other,30354.79,2073.21,2428.38,30709.96,Cash,REG-35914,14-05-2022,29-03-2025,Local Dealer,New York,New,2 years,Rejected,Allstate
Nissan,Sentra,2020,Hybrid,Manual,CUST1914,Houston,58,Female,71252.36,2662.27,5700.19,74290.28,Credit Card,REG-39098,17-07-2023,11-08-2026,Local Dealer,Seattle,Used,No Warranty,Rejected,Progressive
Hyundai,Sonata,2020,Petrol,Automatic,CUST9612,New York,46,Female,69769.15,870.71,5581.53,74479.97,Financed Loan,REG-94013,07-11-2024,21-06-2026,CarMax,Dallas,New,4 years,Rejected,Liberty Mutual
Kia,Sportage,2015,Hybrid,Manual,CUST5858,Houston,31,Other,73939.36,748.35,5915.15,79106.16,Financed Loan,REG-41970,20-03-2022,23-12-2025,TrueCar,Houston,New,2 years,Pending,Geico
Chevrolet,Malibu,2020,Diesel,Manual,CUST5456,New York,23,Female,74435.98,1259.65,5954.88,79131.21,Financed Loan,REG-27751,30-03-2024,25-09-2028,Local Dealer,Dallas,Used,No Warranty,Rejected,State Farm
Kia,Soul,2021,Electric,Automatic,CUST1325,Boston,34,Male,23608.02,4302.6,1888.64,21194.06,Bank Transfer,REG-17141,13-06-2024,02-04-2027,CarMax,Houston,New,5 years,Rejected,Progressive
Audi,A4,2019,Electric,Manual,CUST2384,Boston,51,Other,49772.02,2679.68,3981.76,51074.1,Bank Transfer,REG-52053,03-12-2024,12-09-2029,Vroom,Denver,Used,No Warranty,Approved,Liberty Mutual
Kia,Soul,2024,Petrol,Manual,CUST2188,Los Angeles,40,Male,32950.43,2573.05,2636.03,33013.41,Credit Card,REG-80719,28-10-2022,04-01-2024,DriveTime,Denver,New,2 years,Rejected,Allstate
Audi,Q7,2015,Petrol,Automatic,CUST4105,Dallas,31,Female,9548.4,2888.64,763.87,7423.63,Bank Transfer,REG-77413,19-01-2021,26-05-2023,Vroom,New York,Used,No Warranty,Approved,Geico
Kia,Soul,2018,Petrol,Automatic,CUST6479,New York,56,Female,5279.18,2648.56,422.33,3052.95,Financed Loan,REG-72837,17-10-2021,23-03-2026,TrueCar,New York,New,4 years,Approved,Allstate
Toyota,Corolla,2019,Diesel,Manual,CUST4154,New York,42,Male,35410.36,3849.83,2832.83,34393.36,Financed Loan,REG-12632,12-12-2021,12-10-2026,DriveTime,Chicago,New,4 years,Rejected,State Farm
Hyundai,Sonata,2024,Diesel,Manual,CUST2129,Seattle,50,Female,52595.36,3714.42,4207.63,53088.57,Financed Loan,REG-73883,27-03-2020,21-04-2024,Local Dealer,Chicago,New,2 years,Approved,Geico
Nissan,Altima,2024,Petrol,Automatic,CUST2852,Miami,42,Other,66221.76,4935.07,5297.74,66584.43,Cash,REG-48983,03-06-2022,24-05-2024,Vroom,Los Angeles,New,4 years,Rejected,Progressive
BMW,X5,2017,Hybrid,Manual,CUST1797,Dallas,61,Male,66168.67,2168.89,5293.49,69293.27,Cash,REG-16067,06-04-2020,13-06-2024,AutoNation,Houston,New,4 years,Rejected,Allstate
Hyundai,Tucson,2024,Petrol,Automatic,CUST1985,Boston,41,Other,64120.43,291.24,5129.63,68958.82,Credit Card,REG-96068,25-04-2020,25-10-2022,TrueCar,Miami,New,2 years,Approved,State Farm
Honda,Pilot,2018,Electric,Manual,CUST7904,New York,21,Other,39095.04,2738.34,3127.6,39484.3,Credit Card,REG-89829,13-06-2020,30-11-2021,DriveTime,Boston,New,4 years,Pending,Progressive
Chevrolet,Traverse,2019,Hybrid,Automatic,CUST2845,Seattle,64,Female,73808.24,3817.47,5904.66,75895.43,Financed Loan,REG-16228,13-08-2024,09-04-2026,AutoNation,Los Angeles,New,5 years,Approved,Allstate
Audi,Q7,2019,Petrol,Automatic,CUST9123,Boston,39,Other,75610.98,1329.04,6048.88,80330.82,Bank Transfer,REG-12849,10-02-2022,01-07-2023,DriveTime,Chicago,Used,No Warranty,Approved,Allstate
Kia,Soul,2019,Diesel,Automatic,CUST7960,Boston,26,Male,27515,1180.32,2201.2,28535.88,Cash,REG-88728,10-06-2021,05-04-2025,AutoNation,Chicago,New,5 years,Pending,Allstate
Toyota,Camry,2017,Electric,Manual,CUST4938,Houston,60,Other,76687.37,3258.04,6134.99,79564.32,Financed Loan,REG-60175,20-02-2023,21-11-2024,CarMax,Chicago,New,3 years,Rejected,Allstate
Mercedes,C-Class,2020,Hybrid,Automatic,CUST3126,Miami,31,Female,28688.71,3981.15,2295.1,27002.66,Cash,REG-58429,30-06-2022,31-08-2024,Local Dealer,Miami,New,1 years,Pending,Progressive
Mercedes,C-Class,2022,Hybrid,Automatic,CUST1444,Boston,49,Female,26503.96,4126.73,2120.32,24497.55,Bank Transfer,REG-32285,11-06-2021,14-01-2023,Local Dealer,Dallas,Used,No Warranty,Approved,Allstate
Nissan,Murano,2024,Hybrid,Automatic,CUST4203,Houston,64,Male,21365.55,4412.86,1709.24,18661.93,Credit Card,REG-88779,04-06-2024,06-04-2027,Local Dealer,Los Angeles,New,2 years,Pending,Allstate
Chevrolet,Traverse,2015,Hybrid,Manual,CUST7333,San Francisco,63,Other,21863.62,2615.08,1749.09,20997.63,Cash,REG-87519,05-07-2024,27-04-2029,DriveTime,New York,Used,No Warranty,Rejected,Liberty Mutual
Mercedes,GLC,2023,Hybrid,Manual,CUST9515,Miami,28,Other,16637.94,2224.93,1331.04,15744.05,Financed Loan,REG-23245,02-09-2024,15-12-2026,Local Dealer,Houston,Used,No Warranty,Rejected,Liberty Mutual
Nissan,Sentra,2023,Hybrid,Manual,CUST1814,Boston,57,Other,66060.93,903.66,5284.87,70442.14,Cash,REG-77288,18-11-2020,10-03-2024,Local Dealer,San Francisco,Used,No Warranty,Pending,Progressive
Nissan,Altima,2019,Diesel,Manual,CUST1417,Boston,67,Other,7698.91,2081.04,615.91,6233.78,Credit Card,REG-81517,06-11-2024,19-02-2028,Vroom,Chicago,New,1 years,Pending,Liberty Mutual
Hyundai,Santa Fe,2017,Electric,Automatic,CUST6699,Boston,22,Female,7658.16,2259.28,612.65,6011.53,Bank Transfer,REG-64904,27-07-2024,17-12-2028,Local Dealer,Los Angeles,Used,No Warranty,Rejected,Geico
Nissan,Altima,2021,Electric,Automatic,CUST6304,Dallas,48,Male,9856.06,1448.53,788.48,9196.01,Cash,REG-73617,29-06-2023,29-03-2026,Vroom,Los Angeles,Used,No Warranty,Rejected,Progressive
Mercedes,C-Class,2019,Diesel,Automatic,CUST1950,San Francisco,41,Other,36411.32,2742.18,2912.91,36582.05,Financed Loan,REG-81422,13-02-2021,28-07-2023,CarMax,Boston,New,5 years,Approved,State Farm
BMW,X3,2016,Hybrid,Automatic,CUST1642,Dallas,56,Female,6451.64,4353.35,516.13,2614.42,Bank Transfer,REG-76681,12-10-2024,10-05-2027,TrueCar,New York,New,1 years,Approved,Allstate
BMW,X5,2017,Electric,Automatic,CUST6641,Seattle,18,Female,72673.45,2951.46,5813.88,75535.87,Bank Transfer,REG-11542,07-09-2021,30-10-2023,DriveTime,Chicago,New,4 years,Approved,Liberty Mutual
Honda,Accord,2016,Diesel,Automatic,CUST3631,Denver,38,Male,51486.74,4271.35,4118.94,51334.33,Credit Card,REG-51141,04-12-2021,21-02-2024,CarMax,Miami,Used,No Warranty,Pending,State Farm
Nissan,Rogue,2021,Hybrid,Manual,CUST7598,Houston,68,Other,20818.31,4763.78,1665.46,17719.99,Credit Card,REG-35200,25-03-2022,06-11-2024,Vroom,New York,New,3 years,Rejected,Geico
Honda,Pilot,2017,Hybrid,Manual,CUST9475,Chicago,68,Other,67418.8,2070.56,5393.5,70741.74,Financed Loan,REG-19351,12-12-2024,04-04-2029,TrueCar,Miami,Used,No Warranty,Rejected,Allstate
Toyota,Camry,2024,Electric,Manual,CUST6671,New York,65,Female,58467.92,2253.69,4677.43,60891.66,Credit Card,REG-12452,26-01-2021,30-01-2025,TrueCar,Chicago,New,4 years,Approved,State Farm
Honda,Pilot,2021,Hybrid,Manual,CUST4630,Boston,62,Female,66722.3,4116.57,5337.78,67943.51,Bank Transfer,REG-85205,27-03-2020,31-03-2021,DriveTime,Los Angeles,New,5 years,Approved,State Farm
Audi,A3,2020,Diesel,Manual,CUST8525,Houston,27,Male,5389.5,2587.78,431.16,3232.88,Financed Loan,REG-66467,21-01-2025,11-04-2027,CarMax,Boston,New,1 years,Rejected,Liberty Mutual
Toyota,Highlander,2020,Hybrid,Manual,CUST3812,Houston,36,Male,62265,212.77,4981.2,67033.43,Bank Transfer,REG-79708,09-12-2024,06-01-2028,CarMax,Boston,Used,No Warranty,Rejected,State Farm
Kia,Sorento,2022,Petrol,Manual,CUST3105,Boston,39,Female,48530.13,4285.17,3882.41,48127.37,Cash,REG-35231,23-06-2021,24-06-2025,DriveTime,San Francisco,Used,No Warranty,Pending,Geico
BMW,3 Series,2024,Electric,Manual,CUST9316,Denver,66,Female,40716.92,3721.82,3257.35,40252.45,Cash,REG-81443,02-12-2023,15-03-2026,DriveTime,Chicago,Used,No Warranty,Approved,Progressive
Kia,Seltos,2021,Hybrid,Automatic,CUST7133,San Francisco,40,Other,18367.75,786.34,1469.42,19050.83,Financed Loan,REG-52366,14-06-2023,29-04-2028,TrueCar,Chicago,New,2 years,Pending,Progressive
Audi,Q7,2023,Petrol,Automatic,CUST6893,Houston,35,Male,8152.39,4710.35,652.19,4094.23,Cash,REG-64171,02-04-2020,19-04-2024,Local Dealer,Seattle,Used,No Warranty,Approved,Liberty Mutual
Ford,Escape,2021,Electric,Manual,CUST7484,Boston,66,Male,60151.41,3172.79,4812.11,61790.73,Cash,REG-95184,06-04-2024,10-08-2027,CarMax,Houston,New,3 years,Rejected,Liberty Mutual
Chevrolet,Tahoe,2020,Diesel,Manual,CUST4271,Houston,52,Female,8762.24,2693.67,700.98,6769.55,Bank Transfer,REG-27612,30-06-2024,24-01-2027,TrueCar,Boston,Used,No Warranty,Approved,Geico
BMW,X3,2024,Hybrid,Manual,CUST9504,Seattle,36,Female,10070.56,3442.68,805.64,7433.52,Credit Card,REG-36230,18-08-2024,22-09-2026,TrueCar,Miami,Used,No Warranty,Pending,Progressive
Hyundai,Tucson,2018,Electric,Manual,CUST6656,Seattle,70,Other,42299.13,199.09,3383.93,45483.97,Bank Transfer,REG-32591,30-03-2024,26-11-2027,DriveTime,Chicago,New,1 years,Approved,Progressive
Ford,Focus,2023,Hybrid,Manual,CUST2253,San Francisco,38,Female,58812.72,482.68,4705.02,63035.06,Financed Loan,REG-35853,26-02-2021,05-08-2022,DriveTime,Miami,Used,No Warranty,Pending,Geico
Hyundai,Santa Fe,2019,Petrol,Automatic,CUST2713,Denver,69,Female,79162.01,2627.45,6332.96,82867.52,Credit Card,REG-93556,01-02-2021,03-02-2023,CarMax,Los Angeles,New,5 years,Approved,Geico
Toyota,Highlander,2017,Hybrid,Automatic,CUST9535,San Francisco,53,Female,49267.23,3208.12,3941.38,50000.49,Credit Card,REG-55275,18-11-2020,22-04-2022,Vroom,Miami,New,4 years,Pending,State Farm
Hyundai,Tucson,2019,Petrol,Manual,CUST8366,Dallas,60,Other,27682.03,4200.96,2214.56,25695.63,Credit Card,REG-92160,11-08-2023,24-08-2027,AutoNation,New York,Used,No Warranty,Pending,Allstate
Kia,Soul,2024,Petrol,Automatic,CUST8233,Seattle,70,Male,53820.97,3761.18,4305.68,54365.47,Bank Transfer,REG-76804,07-04-2023,18-11-2026,DriveTime,Seattle,New,4 years,Approved,Geico
Mercedes,GLA,2019,Electric,Automatic,CUST7424,Chicago,45,Female,14179.79,4367.47,1134.38,10946.7,Credit Card,REG-33671,17-01-2022,22-11-2023,Vroom,Los Angeles,New,2 years,Pending,State Farm
Toyota,Highlander,2022,Hybrid,Automatic,CUST7060,Denver,23,Female,43649.48,1940.1,3491.96,45201.34,Financed Loan,REG-59092,11-09-2020,23-11-2022,TrueCar,Miami,Used,No Warranty,Approved,Liberty Mutual
Toyota,Highlander,2023,Petrol,Automatic,CUST4673,Dallas,68,Male,35995.68,2380.28,2879.65,36495.05,Cash,REG-64585,03-05-2024,22-10-2027,AutoNation,Los Angeles,New,4 years,Pending,Allstate
Toyota,Corolla,2024,Petrol,Manual,CUST2900,New York,60,Female,73372.74,3396.88,5869.82,75845.68,Cash,REG-99384,23-03-2022,19-09-2026,TrueCar,Seattle,New,4 years,Pending,Geico
Nissan,Rogue,2021,Diesel,Manual,CUST6309,Dallas,46,Male,56912.95,1054.88,4553.04,60411.11,Credit Card,REG-36598,25-11-2022,05-08-2024,AutoNation,Miami,New,3 years,Pending,Progressive
Hyundai,Sonata,2023,Petrol,Manual,CUST9432,Houston,60,Other,44276.68,511.11,3542.13,47307.7,Financed Loan,REG-86878,15-01-2023,30-12-2024,Vroom,New York,Used,No Warranty,Approved,State Farm
Mercedes,C-Class,2018,Electric,Automatic,CUST5731,San Francisco,44,Female,25329.52,4996.57,2026.36,22359.31,Bank Transfer,REG-94800,17-10-2024,17-05-2028,AutoNation,Dallas,New,1 years,Rejected,Geico
Mercedes,GLC,2017,Petrol,Automatic,CUST2262,Chicago,46,Other,49835.85,2721.32,3986.87,51101.4,Cash,REG-71758,09-12-2024,14-04-2026,Local Dealer,Houston,Used,No Warranty,Pending,State Farm
Ford,Explorer,2021,Petrol,Manual,CUST6943,New York,58,Female,29893.06,4227.16,2391.44,28057.34,Credit Card,REG-22062,25-07-2024,21-10-2025,AutoNation,New York,Used,No Warranty,Rejected,State Farm
